scenario_id,attacker,defender,att_avg_threat,att_avg_tech_gen,att_modern_pct,att_avg_stealth,att_avg_ew,att_fighter_count,att_sam_count,att_uav_count,att_military_budget,att_aircraft_count,att_zone,dfn_avg_threat,dfn_avg_tech_gen,dfn_modern_pct,dfn_avg_stealth,dfn_avg_ew,dfn_fighter_count,dfn_sam_count,dfn_uav_count,dfn_military_budget,dfn_aircraft_count,dfn_zone,threat_ratio,tech_ratio,number_ratio,budget_ratio,outcome,attacker_win_probability
SCN_0488,Saudi Arabia,North Korea,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,1.271,1.181,0.416,18.75,Attacker_Wins,0.86
SCN_0489,China,North Korea,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,1.166,1.111,2.79,56.0,Attacker_Wins,0.84
SCN_0490,Australia,Pakistan,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.261,1.105,0.249,3.077,Attacker_Wins,0.65
SCN_0491,Pakistan,Australia,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,0.793,0.905,4.009,0.325,Stalemate,0.57
SCN_0492,Iran,Israel,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,0.667,0.789,1.398,0.421,Stalemate,0.5
SCN_0493,Turkey,Saudi Arabia,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,0.927,1.0,0.885,0.247,Attacker_Wins,0.63
SCN_0494,Turkey,Russia,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.806,0.895,0.177,0.215,Stalemate,0.53
SCN_0495,China,Australia,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,0.89,0.924,14.821,7.0,Attacker_Wins,0.84
SCN_0496,China,Pakistan,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.122,1.02,3.696,21.538,Attacker_Wins,0.77
SCN_0497,Pakistan,Turkey,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,0.882,0.922,2.053,0.562,Stalemate,0.58
SCN_0498,Israel,Pakistan,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.374,1.212,0.567,2.26,Attacker_Wins,0.64
SCN_0499,Australia,Pakistan,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.261,1.105,0.249,3.077,Attacker_Wins,0.66
SCN_0500,Australia,China,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,1.124,1.082,0.067,0.143,Stalemate,0.5
SCN_0501,Pakistan,USA,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,0.749,0.901,0.204,0.012,Stalemate,0.49
SCN_0502,United Kingdom,Israel,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,0.909,0.922,0.631,2.894,Stalemate,0.51
SCN_0503,Australia,Saudi Arabia,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,1.031,1.019,0.453,0.427,Stalemate,0.57
SCN_0504,Israel,Japan,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,1.043,1.056,0.664,0.461,Stalemate,0.5
SCN_0505,Saudi Arabia,Pakistan,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.223,1.084,0.551,7.212,Attacker_Wins,0.75
SCN_0506,Australia,Iran,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.375,1.155,0.315,3.232,Attacker_Wins,0.72
SCN_0507,China,USA,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,0.841,0.92,0.753,0.253,Stalemate,0.51
SCN_0508,Saudi Arabia,Iran,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.335,1.133,0.694,7.576,Attacker_Wins,0.72
SCN_0509,Iran,Japan,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,0.696,0.833,0.928,0.194,Stalemate,0.54
SCN_0510,United Kingdom,Japan,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,0.948,0.973,0.419,1.333,Attacker_Wins,0.65
SCN_0511,India,Japan,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,0.808,0.907,1.736,1.596,Attacker_Wins,0.63
SCN_0512,Saudi Arabia,Iran,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.335,1.133,0.694,7.576,Attacker_Wins,0.66
SCN_0513,Iran,Japan,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,0.696,0.833,0.928,0.194,Attacker_Wins,0.69
SCN_0514,Australia,Iran,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.375,1.155,0.315,3.232,Attacker_Wins,0.7
SCN_0515,Japan,Turkey,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,1.161,1.059,1.754,2.757,Stalemate,0.6
SCN_0516,North Korea,United Kingdom,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,0.771,0.822,3.704,0.059,Stalemate,0.6
SCN_0517,Saudi Arabia,Israel,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,0.891,0.895,0.971,3.191,Attacker_Wins,0.67
SCN_0518,Japan,Pakistan,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.316,1.148,0.854,4.904,Attacker_Wins,0.79
SCN_0519,USA,Australia,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,1.058,1.005,19.67,27.688,Attacker_Wins,0.95
SCN_0520,Turkey,Japan,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,0.861,0.944,0.57,0.363,Stalemate,0.56
SCN_0521,USA,China,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,1.189,1.088,1.327,3.955,Attacker_Wins,0.68
SCN_0522,Pakistan,USA,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,0.749,0.901,0.204,0.012,Attacker_Wins,0.63
SCN_0523,Israel,Pakistan,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.374,1.212,0.567,2.26,Attacker_Wins,0.67
SCN_0524,Australia,Saudi Arabia,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,1.031,1.019,0.453,0.427,Stalemate,0.58
SCN_0525,Japan,Iran,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.436,1.2,1.077,5.152,Attacker_Wins,0.84
SCN_0526,Israel,Australia,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,1.089,1.097,2.274,0.734,Stalemate,0.6
SCN_0527,North Korea,USA,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,0.721,0.828,0.27,0.005,Defender_Wins,0.37
SCN_0528,United Kingdom,Russia,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.887,0.922,0.13,0.791,Attacker_Wins,0.62
SCN_0529,China,Australia,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,0.89,0.924,14.821,7.0,Attacker_Wins,0.86
SCN_0530,Israel,Australia,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,1.089,1.097,2.274,0.734,Stalemate,0.6
SCN_0531,Turkey,India,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,1.066,1.042,0.329,0.227,Stalemate,0.6
SCN_0532,India,Pakistan,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.064,1.041,1.482,7.827,Attacker_Wins,0.71
SCN_0533,USA,Australia,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,1.058,1.005,19.67,27.688,Attacker_Wins,0.95
SCN_0534,Australia,India,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,1.186,1.061,0.168,0.393,Stalemate,0.53
SCN_0535,Pakistan,Australia,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,0.793,0.905,4.009,0.325,Stalemate,0.57
SCN_0536,China,United Kingdom,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,0.899,0.913,10.336,3.294,Attacker_Wins,0.85
SCN_0537,Japan,France,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,1.048,1.027,1.429,0.864,Stalemate,0.6
SCN_0538,India,China,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,0.948,1.02,0.401,0.363,Attacker_Wins,0.65
SCN_0539,India,North Korea,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,1.105,1.133,1.119,20.35,Attacker_Wins,0.95
SCN_0540,USA,Israel,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,0.971,0.916,8.651,37.702,Attacker_Wins,0.95
SCN_0541,India,Saudi Arabia,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,0.869,0.96,2.692,1.085,Stalemate,0.49
SCN_0542,Australia,Saudi Arabia,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,1.031,1.019,0.453,0.427,Stalemate,0.6
SCN_0543,Iran,Saudi Arabia,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,0.749,0.882,1.44,0.132,Attacker_Wins,0.63
SCN_0544,North Korea,Pakistan,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,0.962,0.918,1.325,0.385,Stalemate,0.6
SCN_0545,Australia,Turkey,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,1.112,1.019,0.512,1.73,Attacker_Wins,0.64
SCN_0546,Pakistan,Australia,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,0.793,0.905,4.009,0.325,Stalemate,0.6
SCN_0547,Saudi Arabia,Iran,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.335,1.133,0.694,7.576,Attacker_Wins,0.75
SCN_0548,Turkey,North Korea,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,1.178,1.181,0.368,4.625,Stalemate,0.56
SCN_0549,Saudi Arabia,Australia,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,0.97,0.982,2.208,2.344,Stalemate,0.57
SCN_0550,India,China,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,0.948,1.02,0.401,0.363,Stalemate,0.55
SCN_0551,China,Turkey,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,0.99,0.941,7.589,12.108,Attacker_Wins,0.83
SCN_0552,Australia,Japan,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,0.958,0.962,0.292,0.627,Stalemate,0.6
SCN_0553,China,Israel,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,0.817,0.842,6.519,9.532,Attacker_Wins,0.82
SCN_0554,North Korea,China,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,0.858,0.9,0.358,0.018,Stalemate,0.51
SCN_0555,France,Turkey,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,1.108,1.031,1.227,3.189,Attacker_Wins,0.7
SCN_0556,Turkey,North Korea,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,1.178,1.181,0.368,4.625,Attacker_Wins,0.72
SCN_0557,United Kingdom,North Korea,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,1.297,1.217,0.27,17.0,Attacker_Wins,0.81
SCN_0558,North Korea,Russia,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.684,0.758,0.48,0.047,Attacker_Wins,0.64
SCN_0559,Pakistan,France,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,0.796,0.895,1.673,0.176,Attacker_Wins,0.64
SCN_0560,United Kingdom,USA,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,0.935,1.007,0.073,0.077,Stalemate,0.41
SCN_0561,USA,Pakistan,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.334,1.11,4.906,85.192,Attacker_Wins,0.95
SCN_0562,United Kingdom,Turkey,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,1.101,1.031,0.734,3.676,Attacker_Wins,0.65
SCN_0563,Australia,North Korea,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,1.31,1.203,0.188,8.0,Stalemate,0.48
SCN_0564,Saudi Arabia,France,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,0.974,0.97,0.921,1.271,Stalemate,0.57
SCN_0565,Turkey,Russia,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.806,0.895,0.177,0.215,Attacker_Wins,0.64
SCN_0566,United Kingdom,Turkey,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,1.101,1.031,0.734,3.676,Attacker_Wins,0.66
SCN_0567,Saudi Arabia,France,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,0.974,0.97,0.921,1.271,Attacker_Wins,0.7
SCN_0568,Pakistan,Japan,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,0.76,0.871,1.171,0.204,Stalemate,0.6
SCN_0569,North Korea,Israel,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,0.701,0.758,2.336,0.17,Attacker_Wins,0.63
SCN_0570,Japan,Turkey,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,1.161,1.059,1.754,2.757,Attacker_Wins,0.68
SCN_0571,Australia,Israel,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,0.918,0.912,0.44,1.362,Stalemate,0.55
SCN_0572,Iran,Russia,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.652,0.789,0.288,0.115,Stalemate,0.5
SCN_0573,North Korea,Pakistan,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,0.962,0.918,1.325,0.385,Stalemate,0.59
SCN_0574,India,Russia,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.756,0.859,0.538,0.947,Stalemate,0.56
SCN_0575,United Kingdom,North Korea,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,1.297,1.217,0.27,17.0,Attacker_Wins,0.95
SCN_0576,United Kingdom,France,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,0.994,1.0,0.598,1.153,Attacker_Wins,0.68
SCN_0577,Iran,Pakistan,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,0.917,0.957,0.793,0.952,Attacker_Wins,0.75
SCN_0578,Turkey,Pakistan,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.134,1.084,0.487,1.779,Attacker_Wins,0.67
SCN_0579,Turkey,Israel,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,0.825,0.895,0.859,0.787,Stalemate,0.55
SCN_0580,Turkey,United Kingdom,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,0.908,0.97,1.362,0.272,Attacker_Wins,0.68
SCN_0581,France,North Korea,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,1.305,1.217,0.451,14.75,Attacker_Wins,0.92
SCN_0582,Israel,USA,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,1.029,1.092,0.116,0.027,Stalemate,0.6
SCN_0583,Israel,North Korea,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,1.427,1.319,0.428,5.875,Stalemate,0.6
SCN_0584,Israel,Japan,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,1.043,1.056,0.664,0.461,Stalemate,0.43
SCN_0585,India,Saudi Arabia,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,0.869,0.96,2.692,1.085,Stalemate,0.58
SCN_0586,Saudi Arabia,Russia,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.87,0.895,0.2,0.872,Stalemate,0.46
SCN_0587,Saudi Arabia,Australia,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,0.97,0.982,2.208,2.344,Attacker_Wins,0.66
SCN_0588,Turkey,United Kingdom,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,0.908,0.97,1.362,0.272,Attacker_Wins,0.69
SCN_0589,France,USA,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,0.941,1.007,0.122,0.067,Attacker_Wins,0.73
SCN_0590,Australia,China,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,1.124,1.082,0.067,0.143,Stalemate,0.52
SCN_0591,Russia,Saudi Arabia,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,1.149,1.118,5.009,1.147,Attacker_Wins,0.71
SCN_0592,China,United Kingdom,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,0.899,0.913,10.336,3.294,Attacker_Wins,0.78
SCN_0593,Turkey,Israel,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,0.825,0.895,0.859,0.787,Attacker_Wins,0.75
SCN_0594,USA,United Kingdom,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,1.069,0.993,13.717,13.029,Attacker_Wins,0.95
SCN_0595,Turkey,France,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,0.903,0.97,0.815,0.314,Stalemate,0.5
SCN_0596,France,USA,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,0.941,1.007,0.122,0.067,Stalemate,0.58
SCN_0597,Israel,USA,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,1.029,1.092,0.116,0.027,Stalemate,0.44
SCN_0598,Australia,Saudi Arabia,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,1.031,1.019,0.453,0.427,Stalemate,0.44
SCN_0599,United Kingdom,India,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,1.173,1.074,0.241,0.835,Attacker_Wins,0.66
SCN_0600,Pakistan,Turkey,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,0.882,0.922,2.053,0.562,Stalemate,0.41
SCN_0601,North Korea,Japan,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,0.731,0.8,1.551,0.078,Attacker_Wins,0.73
SCN_0602,Russia,Pakistan,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.406,1.212,2.758,8.269,Attacker_Wins,0.74
SCN_0603,North Korea,Russia,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.684,0.758,0.48,0.047,Stalemate,0.58
SCN_0604,Russia,North Korea,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,1.461,1.319,2.082,21.5,Attacker_Wins,0.95
SCN_0605,North Korea,France,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,0.766,0.822,2.217,0.068,Attacker_Wins,0.65
SCN_0606,Israel,North Korea,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,1.427,1.319,0.428,5.875,Attacker_Wins,0.71
SCN_0607,Russia,Turkey,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,1.24,1.118,5.662,4.649,Attacker_Wins,0.75
SCN_0608,Iran,France,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,0.73,0.856,1.327,0.168,Stalemate,0.48
SCN_0609,China,Pakistan,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.122,1.02,3.696,21.538,Attacker_Wins,0.95
